District,Area,Rooms,Total price,Price per meter square
N/A,79.98,4,N/A,N/A
N/A,68.35,4,N/A,N/A
Dziesięciny,84.5,5,410000.0,4852.0
Dziesięciny,52.99,3,360332.0,6800.0
Dziesięciny,40.9,2,249490.0,6100.0
N/A,47.08,2,287188.0,6100.0
MŁODYCH,65.3,3,429000.0,6570.0
OS. SŁONECZNY STOK,60.9,3,329000.0,5402.0
Skorupy,150.0,4,2800.0,19.0
CENTRUM,44.0,2,227000.0,5159.0
OS. SIENKIEWICZA,114.4,4,499000.0,4362.0
